2000,GER1,00:00.0,Dortmund,Hansa Rostock,1,0,1,W,Germany
2000,GER1,00:00.0,Bayern Munich,Hertha Berlin,4,1,3,W,Germany
2000,GER1,00:00.0,Freiburg,VfB Stuttgart,4,0,4,W,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Unterhaching,3,0,3,W,Germany
2000,GER1,00:00.0,Energie Cottbus,Dortmund,1,4,-3,L,Germany
2000,GER1,00:00.0,Bochum,Bayern Munich,0,3,-3,L,Germany
2000,GER1,00:00.0,FC Koln,Eintracht Frankfurt,4,1,3,W,Germany
2000,GER1,00:00.0,Freiburg,FC Koln,0,0,0,D,Germany
2000,GER1,00:00.0,Bayern Munich,Wolfsburg,3,1,2,W,Germany
2000,GER1,00:00.0,Dortmund,Munich 1860,2,3,-1,L,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Hansa Rostock,4,0,4,W,Germany
2000,GER1,00:00.0,FC Koln,Leverkusen,1,1,0,D,Germany
2000,GER1,00:00.0,Bochum,Hamburger SV,0,4,-4,L,Germany
2000,GER1,00:00.0,Energie Cottbus,Eintracht Frankfurt,2,0,2,W,Germany
2000,GER1,00:00.0,Bayern Munich,Unterhaching,3,1,2,W,Germany
2000,GER1,00:00.0,Bochum,Wolfsburg,2,1,1,W,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Munich 1860,1,0,1,W,Germany
2000,GER1,00:00.0,Freiburg,Energie Cottbus,4,1,3,W,Germany
2000,GER1,00:00.0,FC Koln,Bayern Munich,1,2,-1,L,Germany
2000,GER1,00:00.0,Energie Cottbus,Leverkusen,1,2,-1,L,Germany
2000,GER1,00:00.0,Dortmund,Schalke 04,0,4,-4,L,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Dortmund,1,1,0,D,Germany
2000,GER1,00:00.0,Bayern Munich,Hansa Rostock,0,1,-1,W,Germany
2000,GER1,00:00.0,Bochum,Unterhaching,3,0,3,W,Germany
2000,GER1,00:00.0,Freiburg,Werder Bremen,0,1,-1,L,Germany
2000,GER1,00:00.0,Dortmund,Freiburg,1,0,1,W,Germany
2000,GER1,00:00.0,FC Koln,Bochum,2,0,2,W,Germany
2000,GER1,00:00.0,Energie Cottbus,Bayern Munich,1,0,1,W,Germany
2000,GER1,00:00.0,Bayern Munich,Munich 1860,3,1,2,W,Germany
2000,GER1,00:00.0,Bochum,Hansa Rostock,1,2,-1,L,Germany
2000,GER1,00:00.0,Freiburg,Schalke 04,3,1,2,W,Germany
2000,GER1,00:00.0,Energie Cottbus,Bochum,2,0,2,W,Germany
2000,GER1,00:00.0,Dortmund,Kaiserslautern,1,2,-1,L,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Freiburg,3,0,3,W,Germany
2000,GER1,00:00.0,FC Koln,VfB Stuttgart,3,2,1,W,Germany
2000,GER1,00:00.0,Bayern Munich,Dortmund,6,2,4,W,Germany
2000,GER1,00:00.0,Bochum,Munich 1860,1,1,0,D,Germany
2000,GER1,00:00.0,Dortmund,Hertha Berlin,2,0,2,W,Germany
2000,GER1,00:00.0,FC Koln,Hamburger SV,4,2,2,W,Germany
2000,GER1,00:00.0,Freiburg,Leverkusen,0,1,-1,L,Germany
2000,GER1,00:00.0,Energie Cottbus,VfB Stuttgart,2,1,1,W,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Kaiserslautern,3,1,2,W,Germany
2000,GER1,00:00.0,FC Koln,Hansa Rostock,5,2,3,W,Germany
2000,GER1,00:00.0,Bayern Munich,Eintracht Frankfurt,1,2,-1,L,Germany
2000,GER1,00:00.0,Bochum,Dortmund,1,1,0,D,Germany
2000,GER1,00:00.0,Energie Cottbus,FC Koln,0,2,-2,L,Germany
2000,GER1,00:00.0,Dortmund,Wolfsburg,2,1,1,W,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Hertha Berlin,0,4,-4,L,Germany
2000,GER1,00:00.0,Freiburg,Bayern Munich,1,1,0,D,Germany
2000,GER1,00:00.0,FC Koln,Munich 1860,4,0,4,W,Germany
2000,GER1,00:00.0,Bayern Munich,Leverkusen,2,0,2,W,Germany
2000,GER1,00:00.0,Bochum,Eintracht Frankfurt,2,1,1,W,Germany
2000,GER1,00:00.0,Energie Cottbus,Hansa Rostock,1,0,1,W,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Wolfsburg,1,2,-1,L,Germany
2000,GER1,00:00.0,Dortmund,Unterhaching,3,0,3,W,Germany
2000,GER1,00:00.0,Freiburg,Bochum,5,0,5,W,Germany
2000,GER1,00:00.0,FC Koln,Dortmund,0,0,0,D,Germany
2000,GER1,00:00.0,Bayern Munich,Hamburger SV,2,1,1,W,Germany
2000,GER1,00:00.0,Bochum,Leverkusen,3,2,1,W,Germany
2000,GER1,00:00.0,Energie Cottbus,Munich 1860,2,3,-1,L,Germany
2000,GER1,00:00.0,FC Koln,Schalke 04,2,2,0,D,Germany
2000,GER1,00:00.0,Bochum,Kaiserslautern,0,1,-1,L,Germany
2000,GER1,00:00.0,Energie Cottbus,Werder Bremen,3,1,2,W,Germany
2000,GER1,00:00.0,Bayern Munich,Bochum,3,2,1,W,Germany
2000,GER1,00:00.0,Dortmund,Energie Cottbus,2,0,2,W,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,FC Koln,1,5,-4,L,Germany
2000,GER1,00:00.0,Freiburg,Unterhaching,2,0,2,W,Germany
2000,GER1,00:00.0,FC Koln,Freiburg,0,1,-1,L,Germany
2000,GER1,00:00.0,Bochum,Hertha Berlin,1,3,-2,L,Germany
2000,GER1,00:00.0,Energie Cottbus,Schalke 04,4,1,3,W,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Energie Cottbus,1,0,1,W,Germany
2000,GER1,00:00.0,Bayern Munich,VfB Stuttgart,1,0,1,W,Germany
2000,GER1,00:00.0,Dortmund,Werder Bremen,0,0,0,D,Germany
2000,GER1,00:00.0,Freiburg,Hansa Rostock,0,0,0,D,Germany
2000,GER1,00:00.0,Energie Cottbus,Freiburg,0,2,-2,L,Germany
2000,GER1,00:00.0,Dortmund,Hamburger SV,4,2,2,W,Germany
2000,GER1,00:00.0,FC Koln,Kaiserslautern,0,1,-1,L,Germany
2000,GER1,00:00.0,Bayern Munich,FC Koln,1,1,0,D,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Werder Bremen,1,2,-1,L,Germany
2000,GER1,00:00.0,Freiburg,Munich 1860,0,3,-3,L,Germany
2000,GER1,00:00.0,Bochum,VfB Stuttgart,0,0,0,D,Germany
2000,GER1,00:00.0,Dortmund,Eintracht Frankfurt,6,1,5,W,Germany
2000,GER1,00:00.0,FC Koln,Hertha Berlin,1,0,1,W,Germany
2000,GER1,00:00.0,Energie Cottbus,Kaiserslautern,0,2,-2,L,Germany
2000,GER1,00:00.0,Bayern Munich,Energie Cottbus,2,0,2,W,Germany
2000,GER1,00:00.0,Bochum,FC Koln,2,3,-1,L,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Schalke 04,0,0,0,D,Germany
2000,GER1,00:00.0,Freiburg,Dortmund,2,2,0,D,Germany
2000,GER1,00:00.0,FC Koln,Wolfsburg,0,0,0,D,Germany
2000,GER1,00:00.0,Energie Cottbus,Hertha Berlin,3,0,3,W,Germany
2000,GER1,00:00.0,Dortmund,Leverkusen,1,3,-2,L,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Hamburger SV,1,1,0,D,Germany
2000,GER1,00:00.0,Bayern Munich,Werder Bremen,2,3,-1,L,Germany
2000,GER1,00:00.0,Freiburg,Eintracht Frankfurt,5,2,3,W,Germany
2000,GER1,00:00.0,Bochum,Energie Cottbus,1,0,1,W,Germany
2000,GER1,00:00.0,Energie Cottbus,Wolfsburg,0,0,0,D,Germany
2000,GER1,00:00.0,FC Koln,Unterhaching,1,1,0,D,Germany
2000,GER1,00:00.0,Dortmund,Bayern Munich,1,1,0,D,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Leverkusen,1,3,-2,L,Germany
2000,GER1,00:00.0,Freiburg,Hamburger SV,0,0,0,D,Germany
2000,GER1,00:00.0,Bayern Munich,Schalke 04,1,3,-2,L,Germany
2000,GER1,00:00.0,Bochum,Werder Bremen,1,2,-1,L,Germany
2000,GER1,00:00.0,Dortmund,Bochum,5,0,5,W,Germany
2000,GER1,00:00.0,Energie Cottbus,Unterhaching,1,0,1,W,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Bayern Munich,0,2,-2,L,Germany
2000,GER1,00:00.0,Freiburg,Kaiserslautern,5,2,3,W,Germany
2000,GER1,00:00.0,FC Koln,Energie Cottbus,4,0,4,W,Germany
2000,GER1,00:00.0,Bayern Munich,Freiburg,1,0,1,W,Germany
2000,GER1,00:00.0,Bochum,Schalke 04,1,1,0,D,Germany
2000,GER1,00:00.0,Dortmund,VfB Stuttgart,0,0,0,D,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,Bochum,3,0,3,W,Germany
2000,GER1,00:00.0,Freiburg,Hertha Berlin,1,0,1,W,Germany
2000,GER1,00:00.0,FC Koln,Werder Bremen,1,3,-2,L,Germany
2000,GER1,00:00.0,Bayern Munich,Kaiserslautern,2,1,1,W,Germany
2000,GER1,00:00.0,Bochum,Freiburg,1,3,-2,L,Germany
2000,GER1,00:00.0,Energie Cottbus,Hamburger SV,4,2,2,W,Germany
2000,GER1,00:00.0,Dortmund,FC Koln,3,3,0,D,Germany
2000,GER1,00:00.0,Eintracht Frankfurt,VfB Stuttgart,2,1,1,W,Germany
2000,GER1,00:00.0,Freiburg,Wolfsburg,4,1,3,W,Germany
